ckpt_name,epoch,step,loss_test,loss_val,acc_mean,acc_median,acc_std,acc_tail,lr
ckpt_e477_s186420.safetensors,477,186420,27.656792,30.178418,2.950118,1.882046,3.286738,2.579171,0.00001105
ckpt_e478_s186810.safetensors,478,186810,28.187035,30.172704,2.947776,1.880665,3.288425,2.572977,0.00001099
ckpt_e479_s187200.safetensors,479,187200,27.767997,30.194789,2.948563,1.877319,3.290789,2.572978,0.00001093
ckpt_e480_s187590.safetensors,480,187590,27.489005,30.224016,2.952427,1.881968,3.290985,2.575801,0.00001088
ckpt_e481_s187980.safetensors,481,187980,30.817340,30.214495,2.956226,1.882108,3.287428,2.586262,0.00001082
ckpt_e482_s188370.safetensors,482,188370,30.805465,30.133288,2.948693,1.881588,3.282700,2.575729,0.00001077
ckpt_e483_s188760.safetensors,483,188760,30.947503,30.246748,2.953155,1.883859,3.292896,2.580524,0.00001072
ckpt_e484_s189150.safetensors,484,189150,30.357457,30.162285,2.947692,1.879976,3.286340,2.572890,0.00001067
ckpt_e485_s189540.safetensors,485,189540,30.520572,30.170090,2.950017,1.878968,3.287506,2.578036,0.00001063
ckpt_e486_s189930.safetensors,486,189930,31.158921,30.145398,2.945734,1.874998,3.286916,2.571240,0.00001058
ckpt_e487_s190320.safetensors,487,190320,30.686350,30.161291,2.948385,1.878912,3.286975,2.573235,0.00001054
ckpt_e488_s190710.safetensors,488,190710,30.532160,30.075878,2.943130,1.876422,3.282363,2.566406,0.00001050
ckpt_e489_s191100.safetensors,489,191100,30.937430,30.088879,2.944496,1.878369,3.282616,2.568956,0.00001046
ckpt_e490_s191490.safetensors,490,191490,30.266823,30.167214,2.950767,1.882701,3.286412,2.578433,0.00001042
ckpt_e491_s191880.safetensors,491,191880,30.815855,30.103430,2.947086,1.879837,3.282293,2.568454,0.00001038
ckpt_e492_s192270.safetensors,492,192270,30.600453,30.179751,2.952193,1.883564,3.285877,2.579286,0.00001035
ckpt_e493_s192660.safetensors,493,192660,31.198549,30.077610,2.944681,1.879640,3.280470,2.568007,0.00001031
ckpt_e494_s193050.safetensors,494,193050,31.360503,30.162022,2.956162,1.890113,3.283634,2.586328,0.00001028
ckpt_e495_s193440.safetensors,495,193440,30.449166,30.083740,2.943468,1.876205,3.281751,2.565455,0.00001025
ckpt_e496_s193830.safetensors,496,193830,31.056566,30.193664,2.953150,1.883247,3.287389,2.579523,0.00001022
ckpt_e497_s194220.safetensors,497,194220,27.680993,30.148187,2.948388,1.881876,3.284821,2.573795,0.00001020
ckpt_e498_s194610.safetensors,498,194610,28.103503,30.192840,2.951167,1.883345,3.288178,2.577074,0.00001017
ckpt_e499_s195000.safetensors,499,195000,27.816674,30.120569,2.951419,1.883444,3.281437,2.579746,0.00001015
ckpt_e500_s195390.safetensors,500,195390,27.820868,30.148367,2.945602,1.878829,3.286412,2.572191,0.00001013
ckpt_e501_s195780.safetensors,501,195780,27.565297,30.150126,2.948352,1.880510,3.285362,2.571113,0.00001011
ckpt_e502_s196170.safetensors,502,196170,27.730207,30.263001,2.969369,1.894191,3.280751,2.599010,0.00001009
ckpt_e503_s196560.safetensors,503,196560,27.643203,30.123259,2.946616,1.879146,3.284111,2.573009,0.00001007
ckpt_e504_s196950.safetensors,504,196950,27.382257,30.126075,2.946068,1.877555,3.283229,2.568763,0.00001006
ckpt_e505_s197340.safetensors,505,197340,30.855911,30.041848,2.942679,1.876957,3.277767,2.565300,0.00001005
ckpt_e506_s197730.safetensors,506,197730,30.911847,30.078126,2.948357,1.882406,3.278209,2.570792,0.00001003
ckpt_e507_s198120.safetensors,507,198120,31.527149,30.141790,2.946610,1.879126,3.285784,2.571788,0.00001002
ckpt_e508_s198510.safetensors,508,198510,30.302806,30.126990,2.946739,1.881223,3.284029,2.568169,0.00001002
ckpt_e509_s198900.safetensors,509,198900,30.297658,30.111450,2.946946,1.880130,3.282256,2.569754,0.00001001
ckpt_e510_s199290.safetensors,510,199290,30.995539,30.082139,2.944766,1.879232,3.279781,2.569805,0.00001000
ckpt_e511_s199680.safetensors,511,199680,30.813355,30.078932,2.942736,1.875089,3.282084,2.566786,0.00001000
ckpt_e512_s200070.safetensors,512,200070,30.462024,30.097197,2.950062,1.884002,3.277490,2.574362,0.00001000
